,nombreh_id,comentario,p_puntuacion,p_fecha_comen
4819,Hotel Perla Spondylus,"Excellent Hotel is a $5 taxi ride from airport which takes about 20 minutes. 
Hotel is on a quite street walking distance to beach and tourist areas bars and restaurants. 
Area seemed very safe at night, we had no issues or at anytime felt unsafe walking day or night.

On arrival to our Hotel we was greeted by English speaking staff and given a free upgrade. 
When it comes to customer service I can’t remember staying anywhere better, staff are very attentive and genuinely concerned our stay in their hotel was what we expected. 
If Spanish speaking staff did not understand what we wanted either at front desk or in the restaurant they would go and get someone that spoke English to translate. 
Breakfast in hotel restaurant was very good, with a choice of about 6-7 different country style of breakfast. 
We had fruit, eggs and pancakes which was awesome and set you up for a good start to the day. 
Dinner menu also had a good choice and was very good quality food. 

Overall the hotel was very good in a great loacation and amazing staff who wanted us to have the best stay in their hotel. 

I would not hesitate to recommend this hotel or to stay here again should I return to Manta, Ecuador. 


See more",5.0,2018-06-29
4820,Hotel Perla Spondylus,"Excellent Recent modern hotel just  a short taxi drive to city points of interests.
A very attentive and caring staff, something rare nowadays in hotels (Thank you again Maria for everything).
Only thing missing is a swimming pool.
",5.0,2018-03-12
4821,Hotel Perla Spondylus,"Good Very good impression when you arrive to this Hotel. The front office personal is very cordial. The lady at night was nice and careful. The breakfast was included and in the restaurant you have a nice sea views. Certanly, recomend it and wish to come back",4.0,2018-01-23
4822,Hotel Perla Spondylus,"Excellent Hotel is clean but the floors are not cleaned daily, otherwise a nice stay. ",5.0,2017-06-30
4823,Hotel Perla Spondylus,Excellent This is a nice modern hotel.  The staff were extremely helpful.  There is a gate on the parking lot.,5.0,2017-02-24
4824,Golden Mar Hostal,Excellent ,5.0,2022-06-02
4825,Golden Mar Hostal,Excellent Excelent,5.0,2021-08-19
4826,Golden Mar Hostal,"Excellent I like the area very peaceful, clean. Around the area was hard to find restaurants. The beach was clean and beautiful. Near to the hotel you can find a big Mall. ",5.0,2021-07-01
4827,Golden Mar Hostal,Excellent ,5.0,2021-03-18
4828,Golden Mar Hostal,"Good Las condiciones en infraestructura no son las mejores, pero la zona y ubicacion lo valen. Se supone q incluia desayuno pero no me dieron informacion al respecto al momento del check in. Para ser zona tranquila bien, pero se escucha mucho la bulla del mismo hostal adentro. ",4.0,2022-05-11
4829,Golden Mar Hostal,Poor Die Zimmer sind ungepflegt.  Klima Anlage hat den ganzem Zeit Wasser getropft. Das Zimmer  wurde nur oberflächlich gereinigt. Personal sehr zurückgehalten ,2.0,2022-03-23
4830,Golden Mar Hostal,Good ,4.0,2020-01-31
4831,Hostal Venecia- Tu Casa en Manta,Excellent La relación calidad/precio es muy buena. La Atención de Margarita y Oliver estupenda. Siempre prestos a brindarte recomendaciones de sitios y lugares.,5.0,2021-11-22
4832,Villa Kite,Excellent I loved the hotel! I also loved its location. Couldn’t be better! Also there’s a great little hamburger/pizza place to the side of the hotel that’s open only at weekends - try it! Best hamburgers and secret sauce is so special! ,5.0,2022-08-20
4833,Villa Kite,Excellent ,5.0,2022-03-11
4834,Villa Kite,Excellent ,5.0,2022-01-11
4835,Villa Kite,"Okay The idea of visiting Villa Kite had me excited
Once i arrived i was a little disappointed in the room because it was very small and the bathrooms are even smaller. The service was good and staff was very helpful. 
overall it was an ok experience but could had been a lot better if they had more selection on drinks and food. ",3.0,2020-10-28
4836,Villa Kite,Okay Drunk people being carried by hotel staff made the place lose its family friendly status. Restaurant food should be improved for the price charged. Fantastic ocean view.  Pets friendly.,3.0,2020-10-12
4837,Villa Kite,Excellent The staff was great—even had coffee and breakfast for us at 5:30 am the morning we left to catch our flight!,5.0,2020-02-29
4838,Villa Kite,"Terrible Lovely location next right across from the b ach.  Nice property with pool, pool table, small bar.

They were very accommodating and served us breakfast late which was very much appreciated as we arrived late and slept in after 24 hours of travel!!!!",1.0,2018-11-07
4839,Villa Kite,"Excellent Friendly service, comfortable rooms and great food.  ",5.0,2018-05-03
4840,Villa Kite,"Poor They gave us a dirty room that was only partially renovated and lacked basic things like blinds for the window. The room wasn't just dirty, it had been slept in and someone just made the bed up but it was full of hair from the previous guest. The blindless window opened to a hallway with a very bright motion sensor LED. Really bad experience the first night. They made up slightly the other nights. Staff was friendly, but management clearly not on top of their game. Area was cool, nice beach. ",2.0,2018-02-26
4841,Villa Kite,Okay Very reasonable for the price and the condition  of the hotel steps from the beach that's  always a plus.....overall ok.,3.0,2018-02-08
4842,Soga Hostal,Excellent ,5.0,2022-09-01
4843,Soga Hostal,"Excellent Soga Hostal is about a 1 minute walk from a beautiful beach.  The breakfast was great and the dinner we had was excellent.  Warm welcome, beautiful common areas including a digital nomad space, a guest ""bar"" that seemed to open early and close late, quiet location, good security, and basic rooms.  ",5.0,2021-11-29
4844,Soga Hostal,"Excellent I traveled all over Ecuador and stayed in six different hotels. By far, Soga Hostal was the best! My room had a spectacular ocean view, it was clean and had hot water, which some other hotels didn't have, The staff is friendly and helpful, and the manager speaks fluent English, which was very helpful for me. The food was great, too!",5.0,2021-03-16
4845,Soga Hostal,Excellent Great stay at a great place with great customer service!  I guess everything was just great!,5.0,2020-07-04
4846,Soga Hostal,Excellent The staff were super nice.  Breakfast was great and got Netflix on TV which is awesome!!  The beach was so close & peaceful.,5.0,2019-12-05
4847,Soga Hostal,Excellent did not take discover CC. had to pay cash. everything else was fine,5.0,2019-06-19
4848,Soga Hostal,Good ,4.0,2021-09-05
4849,Soga Hostal,Excellent ¡Genial! Fue un viaje familiar que superó mis expectativas.,5.0,2020-11-04
4850,The Cottages by the sea,Excellent We were treated like family. Kimberly is an extraordinaire host. ,5.0,2022-07-21
4851,The Cottages by the sea,Excellent ,5.0,2020-02-24
4852,The Cottages by the sea,Excellent ,5.0,2019-12-16
4853,The Cottages by the sea,Excellent Kimberly and her staff were very attentive and treated us and our 2 dogs like family.  ,5.0,2019-07-06
4854,The Cottages by the sea,Excellent The property is beautifully maintained in a small fishing village with great character.  The owner and staff make you feel at home once you walk through the gates.  First to time to Ecuador and it will not be our last to this unique hotel.   You can hear the Ocean all day and night from every room and it is only footsteps away.  Awesome place and hospitality and some cold beer and cool sunsets.   There is good wifi but leave your D^%n phone in the room.,5.0,2019-03-19
4855,The Cottages by the sea,Excellent ,5.0,2019-03-19
4856,The Cottages by the sea,Excellent Nicest place in area. Very friendly and welcoming owner and staff. We felt like family. Went out of their way to ensure a great experience.,5.0,2018-11-21
4857,The Cottages by the sea,"Excellent Kimberly and her staff are absolutely wonderful! They took care of all of our needs and made sure our stay was perfect! We felt like family. The location is perfect -- on the beach and close to everything! We loved our stay so much, we have aleady made plans to return!",5.0,2018-06-24
4858,The Cottages by the sea,"Okay This was our first stop after flying to Manta on the coast of Ecuador.  It was right in the middle of the country's carnival which made the town very congested and noisy.  When we arrived and asked for confirmation of the free breakfast, we were told it wasn't included.  However, upon showing the written confirmation, the owner agreed.  Although they do not appear to be well set up for providing breakfasts, the staff did put together a good breakfast for us.  I think if we had purchased one of their larger rooms our experience might have been a lot better, but they were full on the night of arrival.  The room we had was very small, and although it had all the features mentioned below, it did not meet our needs so we left after the first night even though we were paid for three nights.  We drove to a different town with a nicer beach and stayed there for three nights.  Even though the new place cost a bit more and had none of the features listed below under ""...likes..."", we found it much better than Cottages by the Sea because it was spacious, airy, well-lit, modern, very clean, had lots of hooks & hangers and places to put our bags and things, had two multi-speed fans in each room and had an immaculate, bright bathroom with high-end fixtures.See more",3.0,2018-02-28
4859,The Cottages by the sea,"Excellent Un lugar muy acogedor, limpio y ordenando con una excelente atención, seguro regresamos en una próxima ocasión ",5.0,2022-05-22
4860,Holiday Inn Guayaquil Airport,"Excellent Since moving to Ecuador we have stayed at this hotel many times. Our stays are always perfect! The staff is very accommodating and provides services equal to 5 star hotels in the US. The rooms are very comfortable with amenities such as robes, slippers, multiple toiletry items and 24 hour room service. The resturant menu and breakfast buffet are excellent as well as providing superb wait staff. The hotel also provides 24 hour airport drop off and pick up. I’ve made reservations for pickups weeks in advance and they are always there when I exit the airport; even when our flight is delayed by hours and we arrive at wee hours of the morning. I have recommended this hotel to many friends who visit and need a place to stay before and after flights. I know there are less expensive places in the area, but the dedication and care provided by their customer service is worth every penny!See more",5.0,2022-10-18
4861,Holiday Inn Guayaquil Airport,"Excellent Everything about this property is top notch. From the drivers/taxis they arrange, to the hotel staff, the quality and variety of food, to the constant cleanliness of the building; all of it is, as I say, top-notch. This is a superbly managed and well-run hotel. ",5.0,2022-10-17
4862,Holiday Inn Guayaquil Airport,Excellent We enjoyed our one night stay.  ,5.0,2022-10-16
4863,Holiday Inn Guayaquil Airport,"Excellent This is the best hotel I've found for being pet friendly. We are traveling with my cat and I requested a litter box for her. When we arrived, they already had the box set up in the room and it was an excellent experience for myself and my cat.",5.0,2022-10-15
4864,Holiday Inn Guayaquil Airport,"Excellent Clean, convenient location with shuttle to/from airport, good restaurant, very attentive staff.",5.0,2022-10-12
4865,Holiday Inn Guayaquil Airport,Terrible I paid extra for the right to cancel my reservation in the event of something coming up and my travel was delayed so I was not able to check in on time. Neither the property nor Orbitz was willing to honor my cancellation insurance and I received no satisfaction. Boycott Holiday Inn AND Orbitz!,1.0,2022-10-11
4866,Holiday Inn Guayaquil Airport,Terrible Beware!!! the person in the front desk told us we had complementary breakfast and end it up charging us $73 for it. I would never stay here again.,1.0,2022-10-06
