,nombreh_id,comentario,fechac
8934,"bear cabin, sweet home in the mountains.","Talk about a beautiful house! Wonderful views of the mountains and stars at night (Being from the US, we were quite excited to have a wonderful view of the Southern Cross). It is a bit hard to find, but our host was wonderfully patient and helpful and eventually found us when we couldn't find him. Be aware that you do need to drive a quarter mile or so down a gravel road, but if you've been driving long in Ecuador without minding the potholes and speed bumps you should be fine. Be sure and bring warm clothes, there is a fireplace and propane heater that take the edge off, but it can still be awfully chilly in the morning. Definitely worth the detour from the main roads, I would absolutely recommend this to anyone looking for a place to stay in the area.",2022-08-01
8935,"bear cabin, sweet home in the mountains.",Great little cabin located up in the hills.  I only spent one night here but it was great.  the power is solar with batteries so you can charge your electronics no problem.  Carlos met us in town and showed us how to get there since google maps isn't 100% accurate.,2022-04-01
8936,"bear cabin, sweet home in the mountains.","Very nice cabin, beautiful location and scenery. Excellent place, congratulations!!!",2022-10-01
8937,"bear cabin, sweet home in the mountains.",Perfect stay,2022-10-01
8938,"bear cabin, sweet home in the mountains.","We enjoyed Carlos's cabin very much. The cabin is very nice, fully equipped and very cozy. The location of the cabin is spectacular, the photos don't do it justice, it is something to see and experience it in person. Thank you very much Carlos for everything, and for the kindness of your father, who brought us fresh milk in the morning, a nice touch on his part.",2022-10-01
8939,Villa 2 - Luxury Apartment,"The apartment was a great place to stay while in Ambato. It was very spacious, clean and had all the amenities one would need. The apartment is close to the mall and several restaurants. I highly recommend staying here.",2022-08-01
8940,Villa 2 - Luxury Apartment,It’s very modern place .,2022-06-01
8941,Villa 2 - Luxury Apartment,Great place definately coming back,2020-03-01
8942,Villa 2 - Luxury Apartment,Great place to stay..definately coming back,2020-02-01
8943,Villa 2 - Luxury Apartment,Excellent,2020-01-01
8944,Villa 2 - Luxury Apartment,Ideal location. Near Mall de los Andes Restaurants Banks and Taxi.  Clean. Quiet.  Attentive host. Definitely staying there again.,2019-07-01
8945,Villa 2 - Luxury Apartment,"Don Jorge was a very nice and attentive host. Sparking clean, looks much better than the pictures in person. House is in a safe neighborhood and secure building. I enjoyed the fine details of the apartments, I would definitely come back again.",2019-07-01
8946,Villa 2 - Luxury Apartment,"Fantastic place, modern with all required amenities. Fast and reliable internet, close to restaurants and mall. Jorge was a great host and was easy to get a hold of for any questions/inquires.",2019-05-01
8947,Villa 2 - Luxury Apartment,This apartment is in a great location and has everything you could need for a place to stay and relax with a good view of the city at night. This location has an outside patio that non of the other apartments have in the building. You can cook or order in here as it is only 4-5 blocks from the Mall. Really enjoyed our stay and will be staying again in the future.,2019-04-01
8948,Villa 2 - Luxury Apartment,it was a pleasure to live in your appartement,2019-04-01
8949,Villa 2 - Luxury Apartment,"What I appreciated was the peaceful location of the app, even during busy days before and after NYE. I like to sleep at night without cars, barking dogs, loud music from neighbours, ... and that was the case! The microwave in the kitchen I liked a lot too, it is convenient. Great stay!",2019-01-01
8950,Villa 2 - Luxury Apartment,"We would always come back to stay at Jorge's place in Ambato. We booked it last minute the same day that we wanted to stay there, Jorge answered really fast and communicating wad easy. The apartment is really pretty and very clean, the beds were super comfortable. Jorge is a nice person who even helped us with our travels. I can only recommend staying here!",2018-10-01
8951,Villa 2 - Luxury Apartment,"Excellent host and excellent place, 100% recommended",2022-08-01
8952,Villa 2 - Luxury Apartment,"everything in order again , recommended",2022-08-01
8953,One luxurious suite pool P24 park carolina,"Nice location, good communication, easy check-in. Kitchen could have better implementation (eg. Toaster, electric kettle). Overall good experience!",2022-10-01
8954,One luxurious suite pool P24 park carolina,Great place. Excellent location and gorgeous view.,2022-08-01
8955,One luxurious suite pool P24 park carolina,"We really liked our stay. In the building there are a lot of community amenities that we enjoyed, the place is clean and the neighbors are really kind. I definitely recommend it.",2022-07-01
8956,One luxurious suite pool P24 park carolina,Bien,2022-06-01
8957,One luxurious suite pool P24 park carolina,"An excellent place and location, I will definitely return.",2022-10-01
8958,One luxurious suite pool P24 park carolina,"Everything was great, in every way inside Pablo's apartment. Except the building's pool had green mold, dirty mold, etc.",2022-10-01
8959,One luxurious suite pool P24 park carolina,"Excellent location, small suite but with everything you need, lots of natural light and the best building",2022-09-01
8960,One luxurious suite pool P24 park carolina,Very good service. Modern place.,2022-09-01
8961,One luxurious suite pool P24 park carolina,"Excellent place, very well located and with enough security",2022-08-01
8962,One luxurious suite pool P24 park carolina,"Excellent host, very nice apartment and my good service",2022-08-01
8963,One luxurious suite pool P24 park carolina,Amazing,2022-07-01
8964,One luxurious suite pool P24 park carolina,"Excellent place, delivers on everything promised and excellent communication from PabloRecommended !",2022-07-01
8965,Naia P7 pool suite luxury portugal rep Salvador,It was a comfortable stay and at an excellent location especially for those planning on visiting Quito for work.,2022-10-01
8966,Naia P7 pool suite luxury portugal rep Salvador,"Excellent location, nice apartment, safe area, great overall stay!",2022-08-01
8967,Naia P7 pool suite luxury portugal rep Salvador,"My b/f and I stayed for 2.5 days after visiting the Galapagos islands. For the price of the apt, it was a good deal - clean, good wifi, and in a great location. However, it's a little bare bones, i.e. no paper towels, limited toilet paper, and no potable drinking water, etc. so for a longer stay you will probably want to head over to Mega Maxi (close by) to buy some essentials. We didn't use the common areas in the building but the doormen were always pleasant and helpful.",2022-07-01
8968,Naia P7 pool suite luxury portugal rep Salvador,Great host,2022-05-01
8969,Naia P7 pool suite luxury portugal rep Salvador,"The place is nice, great location! Pablo is gentle and reply very fast any doubt. Totally recommended",2022-04-01
8970,Naia P7 pool suite luxury portugal rep Salvador,This place is really excellent!! Location and communication with the host was beyond great. Definitely will come back and recommend :),2022-03-01
8971,Naia P7 pool suite luxury portugal rep Salvador,beautifull place !!!,2022-03-01
8972,Naia P7 pool suite luxury portugal rep Salvador,A nice place to stay,2022-02-01
8973,Naia P7 pool suite luxury portugal rep Salvador,"Ubicación perfecta, great restaurants and shopping areas, super clean and lovely part of the city.",2022-02-01
8974,Naia P7 pool suite luxury portugal rep Salvador,"Perfect location, great host! Couldn’t ask for better!",2022-01-01
8975,Naia P7 pool suite luxury portugal rep Salvador,.,2021-12-01
8976,Naia P7 pool suite luxury portugal rep Salvador,This place is the best spot. Close to everything. Perfect for your stay. Walking distance to the mall. Mega maxi is nest door.,2021-12-01
8977,Naia P7 pool suite luxury portugal rep Salvador,Great equiped place to stay. Easy to check in/out. Location is great!,2021-12-01
8978,Naia P7 pool suite luxury portugal rep Salvador,Fantastic place,2021-11-01
8979,Luxury Suit Quito😎18th floor view terrace 360🤳and🏊‍♀️,"The apartment is beautiful and the location is very walkable to the park, restaurants, and a bunch of stuff. It’s very comfortable for a short stay. I would recommend bringing ear plugs if you’re a light sleeper — the street noise is very loud, even up on the 18th floor.",2022-09-01
